PhoneNumber,Name,City,State,Carrier,Type,SpamScore
+918832389080,Aanya Parmar,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+917712222875,Jaspreet Kumar,Ranchi,Jharkhand,Airtel,Mobile,0
+919678504493,Deepa Tomar,Thane,Maharashtra,Vodafone Idea,Mobile,0
+918596564201,Rahul Chakraborty,Shimla,Himachal Pradesh,Jio,Mobile,0
+918396786959,Sai Solanki,Coimbatore,Tamil Nadu,Jio,Mobile,0
+919394980477,Swati Nair,Gurugram,Haryana,Airtel,Mobile,0
+917394405473,Ritesh Wani,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+916186687921,Diya Garg,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+917515984348,Sara Suri,Nashik,Maharashtra,Jio,Mobile,0
+917797408790,Neha Modi,Hubli,Karnataka,Airtel,Mobile,0
+916055587983,Yogesh Khanna,Rajkot,Gujarat,Jio,Mobile,0
+918883351962,Sunanda Gogoi,Bhopal,Madhya Pradesh,BSNL,Mobile,0
+916219751377,Neha Kamath,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+919920653673,Lalit Gupta,Surat,Gujarat,Vodafone Idea,Mobile,0
+918469854963,Preeti Das,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+917230015980,Harpreet Khanna,Udaipur,Rajasthan,Airtel,Mobile,0
+917472786637,Sandeep Garg,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+918488743895,Reyansh Saikia,Mysore,Karnataka,Vodafone Idea,Mobile,0
+917167005529,Sapna Rao,Ahmedabad,Gujarat,Jio,Mobile,0
+919027134944,Rachna Gowda,Navi Mumbai,Maharashtra,BSNL,Mobile,0
+918344151686,Uma Warrier,Salem,Tamil Nadu,Vodafone Idea,Mobile,0
+916390965057,Sapna Patil,Madurai,Tamil Nadu,Airtel,Mobile,0
+916127119295,Ayaan Shah,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+919183559081,Usha Hegde,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+917410109981,Naveen Garg,Pune,Maharashtra,Vodafone Idea,Mobile,0
+917950983926,Mahesh Bhat,Vijayawada,Andhra Pradesh,Airtel,Mobile,0
+916218932008,Archana Yadav,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+919666220710,Vishal Pillai,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+919618769969,Yogesh Chopra,Bhopal,Madhya Pradesh,Jio,Mobile,0
+917539327430,Vikram Garg,Gwalior,Madhya Pradesh,Airtel,Mobile,0
+917151684850,Harish Singh,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+919399912829,Usha Tiwari,Gurugram,Haryana,Jio,Mobile,0
+919798260801,Seema Tiwari,Belgaum,Karnataka,Jio,Mobile,0
+917360942898,Sachin Pant,Jabalpur,Madhya Pradesh,Airtel,Mobile,0
+919184481407,Karun Nair,Nagpur,Maharashtra,Vodafone Idea,Mobile,0
+918115885891,Vivaan Mehta,Thane,Maharashtra,Airtel,Mobile,0
+919142198491,Deepak Tandon,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+918683220027,Roshan Shinde,Kanpur,Uttar Pradesh,Airtel,Mobile,0
+918190939814,Sachin Mathur,Noida,Uttar Pradesh,Airtel,Mobile,0
+919048522343,Vihaan Rao,Rajkot,Gujarat,BSNL,Mobile,0
+918115794733,Shravan Singhal,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+919575773874,Ajay Sharma,Ahmedabad,Gujarat,Airtel,Mobile,0
+916074895224,Simran Gowda,Bhopal,Madhya Pradesh,BSNL,Mobile,0
+916016058233,Sukhpreet Dubey,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+916099235681,Shalini Bhat,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+919112468094,Sandeep Kumar,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+918395734289,Bhavna Saxena,Hubli,Karnataka,BSNL,Mobile,0
+918731570616,Aanya Barua,Jabalpur,Madhya Pradesh,Vodafone Idea,Mobile,0
+918033802467,Ritu Gowda,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+917051721698,Vivaan Ahuja,Chennai,Tamil Nadu,Vodafone Idea,Mobile,0
+918479657449,Vinita Suri,Varanasi,Uttar Pradesh,BSNL,Mobile,0
+919971150284,Manju Chakraborty,Faridabad,Haryana,Airtel,Mobile,0
+918661987464,Usha Kumar,Delhi,Delhi,Airtel,Mobile,0
+918219228101,Usha Sarkar,Shimla,Himachal Pradesh,BSNL,Mobile,0
+919615589083,Vikram Jain,Kochi,Kerala,BSNL,Mobile,0
+916359321607,Geeta Shukla,Kochi,Kerala,Vodafone Idea,Mobile,0
+917128977003,Paresh Sethi,Mysore,Karnataka,Airtel,Mobile,0
+919018835749,Vihaan Mathur,Raipur,Chhattisgarh,BSNL,Mobile,0
+916047475015,Jaspreet Singhal,Jodhpur,Rajasthan,BSNL,Mobile,0
+916347009569,Amit Thakur,Thane,Maharashtra,Vodafone Idea,Mobile,0
+918730327970,Garima Sen,Kolkata,West Bengal,Airtel,Mobile,0
+918944796906,Aditya Mitra,Bhubaneswar,Odisha,Airtel,Mobile,0
+918056341368,Mohit Bisht,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+918679366051,Nitin Dey,Mysore,Karnataka,Airtel,Mobile,0
+919121933963,Rajesh Tomar,Pune,Maharashtra,Vodafone Idea,Mobile,0
+918763869663,Rajeev Patel,Ranchi,Jharkhand,Jio,Mobile,0
+917743657898,Sarita Dutta,Pune,Maharashtra,BSNL,Mobile,0
+918855596894,Jaspreet Gogoi,Faridabad,Haryana,Jio,Mobile,0
+919180042446,Rupesh Bose,Chennai,Tamil Nadu,Jio,Mobile,0
+917076423931,Ananya Talwar,Amritsar,Punjab,Vodafone Idea,Mobile,0
+917675718604,Anita Mandal,Udaipur,Rajasthan,Jio,Mobile,0
+918070964331,Smita Khare,Mysore,Karnataka,Jio,Mobile,0
+916235846439,Sneha Chakraborty,Vijayawada,Andhra Pradesh,Jio,Mobile,0
+919339956711,Vikram Joshi,Ranchi,Jharkhand,Jio,Mobile,0
+919289443779,Aadhya Chakraborty,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+919082305192,Kiran Jadhav,Indore,Madhya Pradesh,Vodafone Idea,Mobile,0
+919699975428,Rudra Rajput,Ranchi,Jharkhand,BSNL,Mobile,0
+918181057405,Pradeep Bhatia,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+917885770569,Neha Tomar,Mangalore,Karnataka,Airtel,Mobile,0
+919381271350,Jaspreet Mir,Udaipur,Rajasthan,BSNL,Mobile,0
+918885044460,Arnav Kulkarni,Pune,Maharashtra,Jio,Mobile,0
+917443993763,Yogesh Rajput,Bhubaneswar,Odisha,BSNL,Mobile,0
+916262372091,Ravi Khare,Bhubaneswar,Odisha,Jio,Mobile,0
+916176730241,Alpesh Gupta,Hyderabad,Telangana,Jio,Mobile,0
+919538454039,Yash Bose,Thane,Maharashtra,Airtel,Mobile,0
+919344817567,Myra Thakur,Allahabad,Uttar Pradesh,BSNL,Mobile,0
+917654948264,Ishaan Bisht,Amritsar,Punjab,Vodafone Idea,Mobile,0
+918643333915,Paresh Kurup,Shimla,Himachal Pradesh,Airtel,Mobile,0
+918097280946,Radha Menon,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+917778556498,Suresh Banerjee,Guwahati,Assam,BSNL,Mobile,0
+917576796291,Savita Chauhan,Hyderabad,Telangana,Airtel,Mobile,0
+919527940896,Ravi Choudhary,Chandigarh,Punjab,Jio,Mobile,0
+919896485904,Kiran Chatterjee,Ahmedabad,Gujarat,Airtel,Mobile,0
+918869643818,Roshan Shetty,Ghaziabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+919258750205,Amit Arora,Chennai,Tamil Nadu,Airtel,Mobile,0
+917868753670,Rekha Nair,Dehradun,Uttarakhand,BSNL,Mobile,0
+917985967831,Mukul Gupta,Surat,Gujarat,Jio,Mobile,0
+918375090583,Naresh Dutta,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+917429064198,Mohan Rajput,Hyderabad,Telangana,Jio,Mobile,0
+917794629139,Myra Gupta,Mysore,Karnataka,BSNL,Mobile,0
+917560850227,Rashmi Shekhawat,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+918528180540,Seema Khanna,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+919853581841,Aditya Pant,Thane,Maharashtra,Jio,Mobile,0
+918448177036,Naveen Mathur,Coimbatore,Tamil Nadu,Jio,Mobile,0
+918448632017,Archana Gowda,Vijayawada,Andhra Pradesh,Jio,Mobile,0
+919938616885,Sandeep Kapoor,Kolkata,West Bengal,Vodafone Idea,Mobile,0
+917493043065,Nisha Mathur,Nashik,Maharashtra,Airtel,Mobile,0
+917155811768,Anika Mir,Coimbatore,Tamil Nadu,BSNL,Mobile,0
+918064593497,Sara Warrier,Hyderabad,Telangana,Jio,Mobile,0
+918625848370,Sai Raina,Hyderabad,Telangana,Jio,Mobile,0
+918967369886,Sapna Rawat,Jammu,Jammu & Kashmir,Vodafone Idea,Mobile,0
+918844827450,Rachna Dey,Jodhpur,Rajasthan,BSNL,Mobile,0
+919489988340,Atharv Mishra,Delhi,Delhi,Airtel,Mobile,0
+918975007882,Sohan Pawar,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+917168122647,Garima Dutta,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+918279964601,Brijesh Kurup,Dehradun,Uttarakhand,Airtel,Mobile,0
+919677069949,Sanjay Biswas,Jammu,Jammu & Kashmir,Vodafone Idea,Mobile,0
+918093364776,Arjun Parmar,Surat,Gujarat,Jio,Mobile,0
+918712928446,Padma Dubey,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+918999161329,Aman Singh,Chennai,Tamil Nadu,Jio,Mobile,0
+916141295352,Meera Suri,Hubli,Karnataka,Airtel,Mobile,0
+918179074018,Vijay Menon,Lucknow,Uttar Pradesh,Airtel,Mobile,0
+919939743196,Ishaan Gupta,Udaipur,Rajasthan,Jio,Mobile,0
+919283284645,Nitesh Kamath,Pune,Maharashtra,Jio,Mobile,0
+917321723142,Paresh Raina,Bangalore,Karnataka,Jio,Mobile,0
+917615003199,Suresh Sethi,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+919973462357,Kiran Kumar,Vijayawada,Andhra Pradesh,Jio,Mobile,0
+917899712136,Shravan Garg,Kochi,Kerala,Jio,Mobile,0
+917780289607,Lalita Jadeja,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+918261911203,Sapna Negi,Delhi,Delhi,Vodafone Idea,Mobile,0
+918226350700,Anita Sethi,Allahabad,Uttar Pradesh,Jio,Mobile,0
+918481331871,Meera Rawat,Agra,Uttar Pradesh,Jio,Mobile,0
+918236186054,Aman Singh,Hubli,Karnataka,Vodafone Idea,Mobile,0
+919210419041,Pooja Pawar,Mysore,Karnataka,Jio,Mobile,0
+919335680796,Preeti Menon,Amritsar,Punjab,Jio,Mobile,0
+917842636775,Pankaj Singh,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+917080107272,Uma Gowda,Rajkot,Gujarat,Airtel,Mobile,0
+917649979436,Gurpreet Ghosh,Hyderabad,Telangana,Airtel,Mobile,0
+919538382485,Amanpreet Mir,Gwalior,Madhya Pradesh,Airtel,Mobile,0
+916379866353,Umesh Paul,Faridabad,Haryana,Airtel,Mobile,0
+917183718889,Kavita Mandal,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+918546250896,Vipul Chakraborty,Nagpur,Maharashtra,Airtel,Mobile,0
+918139946470,Nitesh Garg,Ahmedabad,Gujarat,Airtel,Mobile,0
+917728774399,Varun Mandal,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+919667996772,Gurpreet Iyer,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+917815839143,Dhruv Chopra,Allahabad,Uttar Pradesh,Airtel,Mobile,0
+918363615912,Tarun Agarwal,Patna,Bihar,Vodafone Idea,Mobile,0
+919641000227,Suresh Sarkar,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+917874175691,Priya Mandal,Vadodara,Gujarat,Vodafone Idea,Mobile,0
+919454644938,Alpesh Ghosh,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+918669131689,Nitesh Bose,Gwalior,Madhya Pradesh,Jio,Mobile,0
+917221510932,Advik Mehta,Nashik,Maharashtra,BSNL,Mobile,0
+919567467602,Rekha Mehra,Gurugram,Haryana,BSNL,Mobile,0
+917184517877,Mukesh Choudhary,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+919048674099,Simran Pillai,Gurugram,Haryana,BSNL,Mobile,0
+918743172500,Mohit Rajput,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+919028646864,Reyansh Ghosh,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+917135879318,Kapil Tomar,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+918681260905,Myra Kaul,Chandigarh,Punjab,BSNL,Mobile,0
+917275812586,Naresh Sarkar,Patna,Bihar,BSNL,Mobile,0
+918412543348,Vikram Saikia,Bhopal,Madhya Pradesh,Jio,Mobile,0
+918018962855,Mukesh Mukherjee,Nagpur,Maharashtra,Jio,Mobile,0
+919084752570,Savita Sen,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+919252549529,Alpesh Raina,Kolkata,West Bengal,Vodafone Idea,Mobile,0
+917022252145,Ayaan Rawat,Chennai,Tamil Nadu,BSNL,Mobile,0
+919635357840,Rohan Tomar,Noida,Uttar Pradesh,Vodafone Idea,Mobile,0
+916016044296,Ritu Bajaj,Ghaziabad,Uttar Pradesh,Airtel,Mobile,0
+919049627563,Hitesh Gogoi,Aurangabad,Maharashtra,Airtel,Mobile,0
+919796169356,Kavita Suri,Mysore,Karnataka,BSNL,Mobile,0
+918053636083,Sushma Modi,Udaipur,Rajasthan,BSNL,Mobile,0
+917945392850,Deepak Menon,Delhi,Delhi,BSNL,Mobile,0
+917661807495,Anjali Kaul,Patna,Bihar,Airtel,Mobile,0
+918327750159,Varun Shinde,Gurugram,Haryana,Jio,Mobile,0
+917130009359,Kavita Choudhary,Ranchi,Jharkhand,Jio,Mobile,0
+918218862088,Ansh Mir,Hubli,Karnataka,Airtel,Mobile,0
+919047825501,Paresh Deshmukh,Guwahati,Assam,Jio,Mobile,0
+919440823790,Rahul Chauhan,Indore,Madhya Pradesh,Airtel,Mobile,0
+917546013906,Aarush Pillai,Thiruvananthapuram,Kerala,BSNL,Mobile,0
+917222367077,Pradeep Rao,Gurugram,Haryana,BSNL,Mobile,0
+917345822248,Kishan Tandon,Vijayawada,Andhra Pradesh,Jio,Mobile,0
+919240744778,Sapna Tiwari,Faridabad,Haryana,Vodafone Idea,Mobile,0
+917699429435,Vishal Suri,Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+917447881019,Reshma Tandon,Kochi,Kerala,BSNL,Mobile,0
+918673002742,Swati Dutta,Faridabad,Haryana,Airtel,Mobile,0
+917655888855,Kishan Sarkar,Aurangabad,Maharashtra,BSNL,Mobile,0
+918956818206,Vipul Arora,Bhubaneswar,Odisha,Jio,Mobile,0
+918984334450,Mukesh Naidu,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+916369921793,Simran Ghosh,Ranchi,Jharkhand,Jio,Mobile,0
+918456267245,Simran Patil,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+919487930083,Shravan Khare,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+917052214550,Satish Singhal,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+916259084657,Vikram Mitra,Delhi,Delhi,Vodafone Idea,Mobile,0
+916284210323,Jyoti Chatterjee,Patna,Bihar,Jio,Mobile,0
+917647543886,Jaspreet Shinde,Ghaziabad,Uttar Pradesh,Jio,Mobile,0
+918169246231,Krishna Hegde,Gurugram,Haryana,Airtel,Mobile,0
+918057544449,Manju Shukla,Kolkata,West Bengal,Airtel,Mobile,0
+917981276021,Uma Shukla,Lucknow,Uttar Pradesh,Jio,Mobile,0
+919453378254,Pradeep Chopra,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+918652994530,Nisha Dhawan,Thane,Maharashtra,Jio,Mobile,0
+918745584812,Neelam Dar,Jodhpur,Rajasthan,Jio,Mobile,0
+917748699831,Satish Paul,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+919919798014,Kabir Desai,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+917510597878,Garima Gowda,Raipur,Chhattisgarh,BSNL,Mobile,0
+919964785895,Nisha Jadeja,Bangalore,Karnataka,Jio,Mobile,0
+918814757642,Ramesh Patil,Surat,Gujarat,BSNL,Mobile,0
+919633700495,Rakesh Yadav,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+918241869490,Deepa Banerjee,Ludhiana,Punjab,Airtel,Mobile,0
+918358641482,Sachin Modi,Noida,Uttar Pradesh,Jio,Mobile,0
+917621911738,Vijay Suri,Madurai,Tamil Nadu,Airtel,Mobile,0
+919329707536,Vinita Rawat,Noida,Uttar Pradesh,Airtel,Mobile,0
+916222615139,Rudra Parmar,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+918497756038,Uma Verma,Salem,Tamil Nadu,Airtel,Mobile,0
+916222953232,Rachna Bhatia,Belgaum,Karnataka,Airtel,Mobile,0
+918224531071,Preeti Goyal,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+917062987549,Swapna Jadhav,Indore,Madhya Pradesh,Airtel,Mobile,0
+918294633287,Tarun Mitra,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+917482744520,Kapil Gogoi,Dehradun,Uttarakhand,Jio,Mobile,0
+917498351328,Manju Paul,Belgaum,Karnataka,BSNL,Mobile,0
+917951264071,Puneet Shah,Mysore,Karnataka,BSNL,Mobile,0
+918618094843,Vijay Kaul,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+918278348957,Roshan Pant,Bangalore,Karnataka,BSNL,Mobile,0
+919784226248,Aadhya Naidu,Bangalore,Karnataka,Jio,Mobile,0
+919819781031,Anita Menon,Jabalpur,Madhya Pradesh,BSNL,Mobile,0
+916364149701,Ritu Menon,Mysore,Karnataka,Jio,Mobile,0
+919018932163,Sapna Mitra,Mangalore,Karnataka,Jio,Mobile,0
+918817959221,Sanjiv Tiwari,Udaipur,Rajasthan,BSNL,Mobile,0
+917542327269,Sanjay Menon,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+919962958673,Sunanda Rawat,Gurugram,Haryana,Vodafone Idea,Mobile,0
+917640632381,Kuldeep Goyal,Surat,Gujarat,Vodafone Idea,Mobile,0
+916193128451,Anvi Tripathi,Mumbai,Maharashtra,Airtel,Mobile,0
+917175457086,Swati Garg,Navi Mumbai,Maharashtra,BSNL,Mobile,0
+919276200192,Tushar Tripathi,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+916142812335,Mahesh Thakur,Hyderabad,Telangana,Airtel,Mobile,0
+918080066933,Roshan Dutta,Jabalpur,Madhya Pradesh,BSNL,Mobile,0
+919848480644,Uma Iyer,Bhopal,Madhya Pradesh,Vodafone Idea,Mobile,0
+919453662259,Ritesh Mandal,Kolkata,West Bengal,Jio,Mobile,0
+917146513409,Reyansh Banerjee,Dehradun,Uttarakhand,BSNL,Mobile,0
+918961979081,Karthik Dey,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+918473326655,Naman Pillai,Nagpur,Maharashtra,Airtel,Mobile,0
+919765294956,Simran Mehta,Kolkata,West Bengal,Jio,Mobile,0
+918568081995,Sara Yadav,Surat,Gujarat,BSNL,Mobile,0
+917580101156,Pavan Mishra,Surat,Gujarat,Vodafone Idea,Mobile,0
+918666922787,Manish Rathore,Ranchi,Jharkhand,Jio,Mobile,0
+916024274002,Ramesh Modi,Noida,Uttar Pradesh,BSNL,Mobile,0
+918654609899,Sukhpreet Mitra,Chandigarh,Punjab,Jio,Mobile,0
+916242151132,Sumit Patil,Belgaum,Karnataka,Airtel,Mobile,0
+918477577424,Gaurav Bhatia,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+919470519082,Manju Shinde,Agra,Uttar Pradesh,Jio,Mobile,0
+919646251909,Hitesh Mukherjee,Gwalior,Madhya Pradesh,Jio,Mobile,0
+918479638346,Lokesh Pandey,Coimbatore,Tamil Nadu,Vodafone Idea,Mobile,0
+919338058963,Sohan Sarkar,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+916285774000,Hitesh Mathur,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+918268392388,Sohan Chauhan,Hyderabad,Telangana,Jio,Mobile,0
+919468920508,Padma Jadhav,Surat,Gujarat,Airtel,Mobile,0
+919643272345,Asha Pandey,Nagpur,Maharashtra,BSNL,Mobile,0
+918438544154,Umesh Kaul,Lucknow,Uttar Pradesh,BSNL,Mobile,0
+918599233251,Amita Kaul,Patna,Bihar,BSNL,Mobile,0
+919725240998,Padma Pai,Chennai,Tamil Nadu,Airtel,Mobile,0
+917210306720,Dinesh Desai,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+917034179762,Ganesh Gupta,Patna,Bihar,Jio,Mobile,0
+918426848252,Krishna Biswas,Faridabad,Haryana,Vodafone Idea,Mobile,0
+919279420077,Pavan Jadhav,Kochi,Kerala,Vodafone Idea,Mobile,0
+916030870472,Mohit Roy,Shimla,Himachal Pradesh,BSNL,Mobile,0
+917687615403,Vishal Dhawan,Lucknow,Uttar Pradesh,BSNL,Mobile,0
+917948578568,Smita Choudhary,Amritsar,Punjab,BSNL,Mobile,0
+918425448717,Naveen Bose,Faridabad,Haryana,Jio,Mobile,0
+916129301760,Rajeev Saikia,Guwahati,Assam,BSNL,Mobile,0
+918555731974,Deepak Negi,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+917023031399,Jyoti Mehta,Mysore,Karnataka,Jio,Mobile,0
+916219278924,Kunal Mathur,Thiruvananthapuram,Kerala,Jio,Mobile,0
+919428022930,Reyansh More,Ahmedabad,Gujarat,Airtel,Mobile,0
+918342130708,Reyansh Khanna,Mangalore,Karnataka,BSNL,Mobile,0
+917953473011,Rajeev Mehta,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+918265087829,Reshma Yadav,Aurangabad,Maharashtra,Vodafone Idea,Mobile,0
+918778777896,Reshma Patel,Udaipur,Rajasthan,Vodafone Idea,Mobile,0
+918145379089,Jitesh Bhatia,Agra,Uttar Pradesh,Jio,Mobile,0
+916057747788,Krishna Sharma,Aurangabad,Maharashtra,BSNL,Mobile,0
+918748753026,Kuldeep Agarwal,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+918363901470,Arnav Bora,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+916072017263,Smita Negi,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+918831513705,Paresh Verma,Pune,Maharashtra,BSNL,Mobile,0
+919933708144,Anjali Shekhawat,Vijayawada,Andhra Pradesh,Airtel,Mobile,0
+919292796154,Raman Shukla,Gwalior,Madhya Pradesh,Jio,Mobile,0
+918648048464,Meera Shekhawat,Vijayawada,Andhra Pradesh,Vodafone Idea,Mobile,0
+918335820090,Anita Dubey,Nashik,Maharashtra,Airtel,Mobile,0
+919969655272,Puneet Kamath,Thane,Maharashtra,BSNL,Mobile,0
+919260079191,Pooja Pillai,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+919288820168,Aarohi Gogoi,Gwalior,Madhya Pradesh,Airtel,Mobile,0
+917634063517,Shalini Tripathi,Nashik,Maharashtra,Airtel,Mobile,0
+917817803246,Brijesh Bajaj,Thane,Maharashtra,Jio,Mobile,0
+918949304162,Anjali Sethi,Ahmedabad,Gujarat,Jio,Mobile,0
+919957212996,Rachna Patel,Ahmedabad,Gujarat,Jio,Mobile,0
+919368932114,Myra Solanki,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+918634164183,Aanya Tandon,Jammu,Jammu & Kashmir,Vodafone Idea,Mobile,0
+919024887658,Divya Sarkar,Dehradun,Uttarakhand,Vodafone Idea,Mobile,0
+918712911220,Swapna Kapoor,Mysore,Karnataka,Jio,Mobile,0
+919230601138,Harpreet Biswas,Delhi,Delhi,BSNL,Mobile,0
+917187618640,Sapna Shetty,Surat,Gujarat,Jio,Mobile,0
+918438814992,Rajesh Bhat,Delhi,Delhi,Vodafone Idea,Mobile,0
+917697007828,Ganesh Solanki,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+919645682840,Poonam Gupta,Jaipur,Rajasthan,Jio,Mobile,0
+918252774928,Paresh Biswas,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+918866433599,Lalita Chauhan,Salem,Tamil Nadu,Airtel,Mobile,0
+918946321372,Vinita Saxena,Dehradun,Uttarakhand,BSNL,Mobile,0
+919246299289,Geeta Talwar,Lucknow,Uttar Pradesh,Airtel,Mobile,0
+917278678546,Diya Mehta,Ghaziabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+919251797880,Kishan Mehra,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+917648911432,Naveen Singh,Amritsar,Punjab,Airtel,Mobile,0
+917647116932,Vivaan Shinde,Dehradun,Uttarakhand,BSNL,Mobile,0
+917097237614,Poonam Saxena,Ludhiana,Punjab,Vodafone Idea,Mobile,0
+917291028233,Shaurya Rathore,Nagpur,Maharashtra,Airtel,Mobile,0
+919911962879,Rahul Vaghela,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+917681148951,Ishaan Kulkarni,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+918783464496,Lalita Malhotra,Salem,Tamil Nadu,Airtel,Mobile,0
+919398510674,Manju Deshmukh,Chennai,Tamil Nadu,Jio,Mobile,0
+917613536876,Vandana Reddy,Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+917746671150,Gaurav Yadav,Hyderabad,Telangana,Vodafone Idea,Mobile,0
+917396212350,Advik Tandon,Bangalore,Karnataka,Jio,Mobile,0
+919550357031,Anika Tandon,Pune,Maharashtra,Vodafone Idea,Mobile,0
+918265725956,Atharv Banerjee,Thane,Maharashtra,Jio,Mobile,0
+917248144278,Atharv Vaghela,Allahabad,Uttar Pradesh,Airtel,Mobile,0
+919994700593,Ritu Naidu,Jaipur,Rajasthan,Jio,Mobile,0
+916054289692,Savita Jadhav,Salem,Tamil Nadu,Airtel,Mobile,0
+916359137228,Vipul Bhat,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+918661673551,Shalini Shukla,Gwalior,Madhya Pradesh,Vodafone Idea,Mobile,0
+919031712926,Deepa Negi,Ranchi,Jharkhand,Jio,Mobile,0
+917866043562,Sara Naidu,Jabalpur,Madhya Pradesh,Vodafone Idea,Mobile,0
+917355954471,Ramesh Mehra,Indore,Madhya Pradesh,BSNL,Mobile,0
+919543805758,Sukhpreet Sharma,Madurai,Tamil Nadu,Jio,Mobile,0
+918642309267,Varun Bhatia,Guwahati,Assam,Jio,Mobile,0
+917193188896,Lakhan Nair,Mumbai,Maharashtra,Airtel,Mobile,0
+919461046857,Sachin Chatterjee,Nagpur,Maharashtra,Airtel,Mobile,0
+918118163207,Raman Singh,Ludhiana,Punjab,BSNL,Mobile,0
+916157653792,Sarita Tandon,Hubli,Karnataka,Airtel,Mobile,0
+918193046692,Ramesh Sen,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+918565338035,Amit Garg,Mysore,Karnataka,BSNL,Mobile,0
+918420302544,Raman Modi,Dehradun,Uttarakhand,Jio,Mobile,0
